Raw_Title,Raw_ArXiv_or_DOI,Source_File,Issue,Notes
Prompting meaning: a hermeneutic approach to optimising prompt engineering with ChatGPT,10.1007/s00146-023-01752-8,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Proximal Policy Optimization With Policy Feedback,10.1109/tsmc.2021.3098451,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Q-learning Decision Transformer: Leveraging Dynamic Programming for Conditional Sequence Modelling in Offline RL,10.48550/arxiv.2209.03993,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
RAP: Retrieval-Augmented Planning with Contextual Memory for Multimodal LLM Agents,10.48550/arxiv.2402.03610,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
RE-Bench: Evaluating frontier AI R&D capabilities of language model agents against human experts,10.48550/arxiv.2411.15114,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ReAct: Synergizing Reasoning and Acting in Language Models,10.48550/arxiv.2210.03629,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Reasoning with Language Model is Planning with World Model,10.48550/arxiv.2305.14992,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Recommender Systems in the Era of Large Language Models (LLMs),10.1109/tkde.2024.3392335,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
RedPajama: an Open Dataset for Training Large Language Models,10.48550/arxiv.2411.12372,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Reflexion: language agents with verbal reinforcement learning,10.48550/arxiv.2303.11366,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
REINFORCE++: A Simple and Efficient Approach for Aligning Large Language Models,10.48550/arxiv.2501.03262,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Reinforcement and Deep Reinforcement Learning-based Solutions for Machine Maintenance Planning, Scheduling Policies, and Optimization",10.48550/arxiv.2307.03860,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Reinforcement learning algorithms: A brief survey,10.1016/j.eswa.2023.120495,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
RestGPT: Connecting Large Language Models with Real-World Applications via RESTful APIs,10.48550/arxiv.2306.06624,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Rethinking machine unlearning for large language models,10.1038/s42256-025-00985-0,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ReTool: Reinforcement Learning for Strategic Tool Use in LLMs,10.48550/arxiv.2504.11536,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Retrieval Augmented Generation (RAG) and Beyond: A Comprehensive Survey on How to Make your LLMs use External Data More Wisely,10.48550/arxiv.2409.14924,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Retrieval-Augmented Generation for Large Language Models: A Survey,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ReviewerGPT? An Exploratory Study on Using Large Language Models for Paper Reviewing,10.48550/arxiv.2306.00622,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Rewarded soups: towards Pareto-optimal alignment by interpolating weights fine-tuned on diverse rewards,10.48550/arxiv.2306.04488,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",10.48550/arxiv.2401.05778,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
RouteLLM: Learning to Route LLMs with Preference Data,10.48550/arxiv.2406.18665,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
RTLFixer: Automatically Fixing RTL Syntax Errors with Large Language Models,10.1145/3649329.3657353,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Safe LoRA: the Silver Lining of Reducing Safety Risks when Fine-tuning Large Language Models,10.48550/arxiv.2405.16833,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Safe multi-agent reinforcement learning for multi-robot control,10.1016/j.artint.2023.103905,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
SayPlan: Grounding Large Language Models using 3D Scene Graphs for Scalable Task Planning,10.48550/arxiv.2307.06135,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Scalable and Transferable Black-Box Jailbreaks for Language Models via Persona Modulation,10.48550/arxiv.2311.03348,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Scaling Large-Language-Model-based Multi-Agent Collaboration,10.48550/arxiv.2406.07155,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters,10.48550/arxiv.2408.03314,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
SciAgents: Automating Scientific Discovery Through Bioinspired Multi‐Agent Intelligent Graph Reasoning,10.1002/adma.202413523,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
SCRIMP: Scalable Communication for Reinforcement- and Imitation-Learning-Based Multi-Agent Pathfinding,10.1109/iros55552.2023.10342305,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Security and Privacy Challenges of Large Language Models: A Survey,10.1145/3712001,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Self-Collaboration Code Generation via ChatGPT,10.1145/3672459,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Self-Planning Code Generation with Large Language Models,10.1145/3672456,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Siren's Song in the AI Ocean: A Survey on Hallucination in Large Language Models,10.1162/coli.a.16,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Skywork-Reward: Bag of Tricks for Reward Modeling in LLMs,10.48550/arxiv.2410.18451,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
SMART-LLM: Smart Multi-Agent Robot Task Planning using Large Language Models,10.1109/iros58592.2024.10802322,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Software Testing With Large Language Models: Survey, Landscape, and Vision",10.1109/tse.2024.3368208,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Structure-informed Language Models Are Protein Designers,10.1101/2023.02.03.526917,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Students' use of large language models in engineering education: A case study on technology acceptance, perceptions, efficacy, and detection chances",10.1016/j.caeai.2023.100172,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
SummIt: Iterative Text Summarization via ChatGPT,10.48550/arxiv.2305.14835,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Supporting Human-AI Collaboration in Auditing LLMs with LLMs,10.1145/3600211.3604712,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Systematic Evaluation of LLM-as-a-Judge in LLM Alignment Tasks: Explainable Metrics and Diverse Prompt Templates,10.48550/arxiv.2408.13006,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Taken out of context: On measuring situational awareness in LLMs,10.48550/arxiv.2309.00667,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
TaskBench: Benchmarking Large Language Models for Task Automation,10.48550/arxiv.2311.18760,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,10.1145/3613904.3642349,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Teaching Large Language Models to Self-Debug,10.48550/arxiv.2304.05128,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Text Classification via Large Language Models,10.18653/v1/2023.findings-emnlp.603,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"TextGrad: Automatic ""Differentiation"" via Text",10.48550/arxiv.2406.07496,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The Challenge of Using LLMs to Simulate Human Behavior: A Causal Inference Perspective,10.2139/ssrn.4650172,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The Danger of Overthinking: Examining the Reasoning-Action Dilemma in Agentic Tasks,10.48550/arxiv.2502.08235,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The Effects of Generative AI on Computing Students’ Help-Seeking Preferences,10.1145/3636243.3636248,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The ethics of ChatGPT in medicine and healthcare: a systematic review on Large Language Models (LLMs),10.1038/s41746-024-01157-x,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The Internal State of an LLM Knows When its Lying,10.18653/v1/2023.findings-emnlp.68,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The potential of generative AI for personalized persuasion at scale,10.1038/s41598-024-53755-0,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The promise and challenges of generative AI in education,10.1080/0144929x.2024.2394886,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"The Reversal Curse: LLMs trained on ""A is B"" fail to learn ""B is A""",,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The Robots Are Here: Navigating the Generative AI Revolution in Computing Education,10.1145/3623762.3633499,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
The Science of Detecting LLM-Generated Text,10.1145/3624725,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,10.48550/arxiv.2412.14161,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Thoughts Are All Over the Place: On the Underthinking of o1-Like LLMs,10.48550/arxiv.2501.18585,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,10.48550/arxiv.2409.12183,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Token-Budget-Aware LLM Reasoning,10.48550/arxiv.2412.18547,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
TokenPacker: Efficient Visual Projector for Multimodal LLM,10.1007/s11263-025-02491-7,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Tool learning with large language models: a survey,10.1007/s11704-024-40678-2,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Towards an understanding of large language models in software engineering tasks,10.1007/s10664-024-10602-0,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Towards System 2 Reasoning in LLMs: Learning How to Think With Meta Chain-of-Thought,10.48550/arxiv.2501.04682,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Training large language models on narrow tasks can lead to broad misalignment,10.1038/s41586-025-09937-5,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Trustworthiness in Retrieval-Augmented Generation Systems: A Survey,10.48550/arxiv.2409.10102,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Trustworthy safety improvement for autonomous driving using reinforcement learning,10.1016/j.trc.2022.103656,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Understanding HTML with Large Language Models,10.48550/arxiv.2210.03945,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Understanding LLMs: A Comprehensive Overview from Training to Inference,10.48550/arxiv.2401.02038,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Understanding O-RAN: Architecture, Interfaces, Algorithms, Security, and Research Challenges",10.1109/comst.2023.3239220,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Understanding R1-Zero-Like Training: A Critical Perspective,10.48550/arxiv.2503.20783,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Understanding User Experience in Large Language Model Interactions,10.48550/arxiv.2401.08329,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Unifying Large Language Models and Knowledge Graphs: A Roadmap,10.1109/tkde.2024.3352100,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Unleashing the potential of prompt engineering in Large Language Models: a comprehensive review,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Unlocking the Potential of ChatGPT: A Comprehensive Exploration of its Applications, Advantages, Limitations, and Future Directions in Natural Language Processing",10.48550/arxiv.2304.02017,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Use of LLMs for Illicit Purposes: Threats, Prevention Measures, and Vulnerabilities",10.48550/arxiv.2308.12833,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Using an LLM to Help with Code Understanding,10.1145/3597503.3639187,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Using Large Language Models for Hyperparameter Optimization,10.48550/arxiv.2312.04528,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Using large language models in psychology,10.1038/s44159-023-00241-5,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Using text-to-image generation for architectural design ideation,10.1177/14780771231222783,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models,10.48550/arxiv.2307.05973,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
WebThinker: Empowering Large Reasoning Models with Deep Research Capability,10.48550/arxiv.2504.21776,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
What Matters in Language Conditioned Robotic Imitation Learning Over Unstructured Data,10.1109/lra.2022.3196123,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
When Do Transformers Shine in RL? Decoupling Memory from Credit Assignment,10.48550/arxiv.2307.03864,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
When does return-conditioned supervised learning work for offline reinforcement learning?,10.48550/arxiv.2206.01079,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"When Large Language Model Agents Meet 6G Networks: Perception, Grounding, and Alignment",10.1109/mwc.005.2400019,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
When LLMs meet cybersecurity: a systematic literature review,10.1186/s42400-025-00361-w,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Why Do Multi-Agent LLM Systems Fail?,10.48550/arxiv.2503.13657,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Why Johnny Can’t Prompt: How Non-AI Experts Try (and Fail) to Design LLM Prompts,10.1145/3544548.3581388,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Wiki-LLaVA: Hierarchical Retrieval-Augmented Generation for Multimodal LLMs,10.1109/cvprw63382.2024.00188,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
“It’s Weird That it Knows What I Want”: Usability and Interactions with Copilot for Novice Programmers,10.1145/3617367,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A comprehensive survey of 1-12,2024. continuallearning:theory,methodandapplication",,pdf_ref,Unverified,
A Survey of Reinforcement frameworks without human intervention. LearningInformedbyNaturalLanguage,,pdf_ref,Unverified,
"Asurveyofexplainable et al., “Rt-2: Vision-language-action models transfer web knowledge reinforcementlearning",,pdf_ref,Unverified,
Attentionisallyouneed,,pdf_ref,Unverified,
Auto mc-reward: Automated dense reward design with large 2022. [Online]. Available: https://api.semanticscholar.org/CorpusID: languagemodelsforminecraft,,pdf_ref,Unverified,
"Code as Policies: Language Model Programs for Conference on Learning Representations, 2024. [Online]. Available: EmbodiedControl",,pdf_ref,Unverified,
"Con- vol.36,2024. strained decision transformer for offline safe reinforcement learning",,pdf_ref,Unverified,
Constraintspenalizedq-learningforsafe language models for optimised coordination in textual multi-agent offlinereinforcementlearning,,pdf_ref,Unverified,
CURL:ContrastiveUnsuper- “ReadandReaptheRewards:LearningtoPlayAtariwiththeHelpof visedRepresentationsforReinforcementLearning,,pdf_ref,Unverified,
Dream to control: treesearchmethods,,pdf_ref,Unverified,
"Efficient and A. Zeng, “Code as policies: Language model programs for em- multi-taskreinforcementlearningviaselectivebehaviorsharing",,pdf_ref,Unverified,
Efficient policy adaptation with ofegocentricvideo,,pdf_ref,Unverified,
"Ella: Exploration C.Finn,C.Fuetal.,“DoAsICan,NotAsISay:GroundingLanguage throughlearnedlanguageabstraction",,pdf_ref,Unverified,
Emergent analogical reasoning deep reinforcement learning,,pdf_ref,Unverified,
"Eplus-llm:Alargelanguage J.Foerster,T.Rockta¨scheletal.,“Rebel:Ageneralgameplayingai",,pdf_ref,Unverified,
"Exploration-guided Q. Le et al., “Chain-of-thought prompting elicits reasoning in large reward shaping for reinforcement learning under sparse rewards",,pdf_ref,Unverified,
"Goal-conditionedpredictive [155] J.Robine,M.Ho¨ftmann,T.Uelwer,andS.Harmeling,“Transformer- coding for offline reinforcement learning",,pdf_ref,Unverified,
"Grounding language to non- U. Alon, N. Dziri et al., “Self-refine: Iterative refinement with self- markovian tasks with no supervision of task specifications",,pdf_ref,Unverified,
"Guide G.Sastry,A.Askelletal.,“Learningtransferablevisualmodelsfrom YourAgentwithAdaptiveMultimodalRewards",,pdf_ref,Unverified,
GuidingPretraininginReinforcementLearningwith 257219404 LargeLanguageModels,,pdf_ref,Unverified,
"Hard tasks first: Multi- [79] M. Yang, W. Huang, W. Tu, Q. Qu, Y. Shen, and K. Lei, “Multitask task reinforcement learning through task scheduling",,pdf_ref,Unverified,
Inferringcancerdiseaseresponse fromradiologyreportsusinglargelanguagemodelswithdataaugmen- tation and prompting,,pdf_ref,Unverified,
Informingreinforcementlearningagentsbygrounding 2024. language to markov decision processes,,pdf_ref,Unverified,
Kola:Carefullybenchmarkingworldknowledgeoflarge “Vision-Language Models are Zero-Shot Reward Models for Rein- languagemodels,,pdf_ref,Unverified,
Language Instructed Reinforcement Learning “A closer look at reward decomposition for high-level robotic expla- forHuman-AICoordination,,pdf_ref,Unverified,
Learningrewardsfromlinguisticfeedback,,pdf_ref,Unverified,
LearningtoModeltheWorldwithLanguage,,pdf_ref,Unverified,
Lora:Low-rankadaptationoflargelanguagemodels,,pdf_ref,Unverified,
"Mastering the pp.1877-1901,2020. game of go with deep neural networks and tree search",,pdf_ref,Unverified,
"MasteringAtariwith [175] C.B.Browne,E.Powley,D.Whitehouse,S.M.Lucas,P.I.Cowling, DiscreteWorldModels",,pdf_ref,Unverified,
"Mismatch quest: Visual and textual J.Scarlett,Eds.,vol.202. PMLR,23-29Jul2023,pp.10835-10866. feedback for image-text misalignment",,pdf_ref,Unverified,
"Mobile battery energy storage system control with [32] D. A. Boiko, R. MacKnight, B. Kline, and G. Gomes, “Autonomous knowledge-assisted deep reinforcement learning",,pdf_ref,Unverified,
Model- “Deductivereinforcementlearningforvisualautonomousurbandriving basedreinforcementlearning:Asurvey,,pdf_ref,Unverified,
"Modularmultitaskreinforcement Y. Zhu, L. Fan et al., “Eureka: Human-Level Reward Design via learningwithpolicysketches",,pdf_ref,Unverified,
N. Nardelli,,pdf_ref,Unverified,
"Offline reinforcement learning as [152] Y.Matsuo,Y.LeCun,M.Sahani,D.Precup,D.Silver,M.Sugiyama, onebigsequencemodelingproblem",,pdf_ref,Unverified,
"Paco: Parameter- [81] Y.Liu,Y.Zhang,Y.Wang,F.Hou,J.Yuan,J.Tian,Y.Zhang,Z.Shi compositionalmulti-taskreinforcementlearning",,pdf_ref,Unverified,
"Pre-trained language models for interactive decision- P. Abbeel, A. Srinivas et al., “Decision transformer: Reinforcement making",,pdf_ref,Unverified,
"Progprompt: program generation for Gomez, L. Kaiser, and I. Polosukhin, “Attention is all you need",,pdf_ref,Unverified,
"RE-MOVE: An Adaptive D.Yogatama,M.Bosmaetal.,“Emergentabilitiesoflargelanguage PolicyDesignforRoboticNavigationTasksinDynamicEnvironments models",,pdf_ref,Unverified,
ReAct: Synergizing Reasoning and Acting in Language Models,,papers.csv,Unverified,
Reinforcementlearning:Anintroduction. 5929. MITpress,,pdf_ref,Unverified,
Reinforcementlearningforengineeringdesignautomation,,pdf_ref,Unverified,
"Reward Design S.Singh,andR.Fox,“DoEmbodiedAgentsDreamofPixelatedSheep: withLanguageModels",,pdf_ref,Unverified,
Scalinglawsforneurallanguage “GroundingLargeLanguageModelsinInteractiveEnvironmentswith models,,pdf_ref,Unverified,
State2explanation:Concept-based pp.2165-2183. explanations to benefit agent learning and user understanding,,pdf_ref,Unverified,
"Superhumanaifor [34] H.Tan,Z.Guo,Z.Lin,Y.Chen,D.Huang,W.Yuan,H.Zhang,and multiplayerpoker",,pdf_ref,Unverified,
T.Yu,,pdf_ref,Unverified,
The perils of trial-and-error reward design: misdesign through REFERENCES overfittingandinvalidtaskspecifications,,pdf_ref,Unverified,
Towards applicable reinforcement learning: Improving the • Generator: With the generative capability and world generalization and sample efficiency with policy ensemble,,pdf_ref,Unverified,
Towards optimizing human-centric objectives in ai-assisted 21611-21630. decision-making with offline reinforcement learning,,pdf_ref,Unverified,
"Training language models to follow D. Quillen, E. Holly et al., “Qt-opt: Scalable deep reinforcement instructionswithhumanfeedback",,pdf_ref,Unverified,
"Vision-and-languagenavigation:Interpreting • Reward Designer: For intricate or un-quantifiable tasks, visually-grounded navigation instructions in real environments",,pdf_ref,Unverified,
"What [67] H. Touvron, T. Lavril, G. Izacard, X. Martinet, M.-A. Lachaux, learning algorithm is in-context learning? investigations with linear T. Lacroix, B. Rozie`re, N. Goyal et al., “Llama: Open and models",,pdf_ref,Unverified,
