Title,Authors,Year,Venue,ArXiv_or_DOI,Category_Tags,Contribution_Summary,Why_It_Belongs_in_Survey,Scope_Label,Evidence_Sources,Verification_URL
AgentFold: Long-Horizon Web Agents with Proactive Context Management,"Rui Ye, Zhongwang Zhang, Kuan Li, Huifeng Yin, Zhengwei Tao, Yida Zhao, Liangcai Su, Liwen Zhang, Zile Qiao, Xinyu Wang, Pengjun Xie, Fei Huang, Siheng Chen, Jingren Zhou, Yong Jiang",2025,ArXiv,arXiv:2510.24699v1,Policy|Planning|Verifier|Architecture|AgentTraining,"This work addresses LLM-based web agents show immense promise for information seeking, yet their effectiveness on long-horizon tasks is hindered by a fundamental trade-off in context management. It proposes Prevailing ReAct-based agents suffer from context saturation as they accumulate noisy, raw histories, while methods that fixedly summarize the full history at each step risk the irreversible loss of critical details. The evaluation reports that The results on prominent benchmarks are striking: with simple supervised fine-tuning (without continual pre-training or RL), our AgentFold-30B-A3B agent achieves 36.2% on BrowseComp and 47.3% on BrowseComp-ZH. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2510.24699v1
Agentic Reinforced Policy Optimization,"Guanting Dong, Hangyu Mao, Kai Ma, Licheng Bao, Yifei Chen, Zhongyuan Wang, Zhongxia Chen, Jiazhen Du, Huiyang Wang, Fuzheng Zhang, Guorui Zhou, Yutao Zhu, Ji-Rong Wen, Zhicheng Dou",2025,ArXiv,arXiv:2507.19849v1,Policy|Planning|Reward|CreditAssignment|Exploration|DatasetGeneration|Reasoning|Verifier|Architecture,"This work addresses Large-scale reinforcement learning with verifiable rewards (RLVR) has demonstrated its effectiveness in harnessing the potential of large language models (LLMs) for single-turn reasoning tasks. It proposes However, current RL algorithms inadequately balance the models' intrinsic long-horizon reasoning capabilities and their proficiency in multi-turn tool interactions. The evaluation reports that Through preliminary experiments, we observe that LLMs tend to exhibit highly uncertain behavior, characterized by an increase in the entropy distribution of generated tokens, immediately following interactions with external tools. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2507.19849v1
ARPO:End-to-End Policy Optimization for GUI Agents with Experience Replay,"Fanbin Lu, Zhisheng Zhong, Shu Liu, Chi-Wing Fu, Jiaya Jia",2025,ArXiv,arXiv:2505.16282v1,Policy|Planning|Reward|CreditAssignment|Exploration|Reasoning|Architecture|HybridRL|AgentTraining,"This work addresses Training large language models (LLMs) as interactive agents for controlling graphical user interfaces (GUIs) presents a unique challenge to optimize long-horizon action sequences with multimodal feedback from complex environments. It proposes We propose Agentic Replay Policy Optimization (ARPO), an end-to-end RL approach that augments Group Relative Policy Optimization (GRPO) with a replay buffer to reuse the successful experience across training iterations. The evaluation reports that In this paper, we investigate end-to-end policy optimization for vision-language-based GUI agents with the aim of improving performance on complex, long-horizon computer tasks. It includes RL-agent improvements while also touching LLM post-training or alignment components.","The paper includes LLM post-training aspects, but it also introduces mechanisms that improve behavior of agents operating in RL-style interactive loops.",Mixed_but_relevant,arxiv|targeted_search,https://arxiv.org/abs/2505.16282v1
Beyond Pipelines: A Survey of the Paradigm Shift toward Model-Native Agentic AI,"Jitao Sang, Jinlin Xiao, Jiarun Han, Jilin Chen, Xiaoyi Chen, Shuyu Wei, Yongjie Sun, Yuhang Wang",2025,ArXiv,arXiv:2510.16720v2,Policy|Planning|Exploration|ToolUse|Memory|Reasoning|MultiAgent|Architecture,"This work addresses The rapid evolution of agentic AI marks a new phase in artificial intelligence, where Large Language Models (LLMs) no longer merely respond but act, reason, and adapt. It proposes We first position Reinforcement Learning (RL) as the algorithmic engine enabling this paradigm shift. The evaluation reports that The reported evaluations compare against baselines and analyze gains in interactive decision performance. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2510.16720v2
Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,"Weizhen Li, Jianbo Lin, Zhuosong Jiang, Jingyi Cao, Xinpeng Liu, Jiayu Zhang, Zhenqiang Huang, Qianben Chen, Weichen Sun, Qiexiang Wang, Hongxuan Lu, Tianrui Qin, Chenghao Zhu, Yi Yao, Shuying Fan, Xiaowan Li, Tiannan Wang, Pai Liu, King Zhu, He Zhu, Dingfeng Shi, Piaohong Wang, Yeyi Guan, Xiangru Tang, Minghao Liu, Yuchen Eleanor Jiang, Jian Yang, Jiaheng Liu, Ge Zhang, Wangchunshu Zhou",2025,ArXiv,arXiv:2508.13167v1,Policy|CreditAssignment|Reasoning|Verifier|LanguageConditioning|MultiAgent|Architecture|AgentTraining,"This work addresses Recent advances in large language models (LLMs) and multi-agent systems have demonstrated remarkable capabilities in complex problem-solving tasks such as deep research, vibe coding, and mathematical reasoning. It proposes However, most existing multi-agent systems are built upon manual prompt/workflow engineering with sophisticated agent frameworks, making them computationally inefficient, less capable, and can not benefit from data-centric learning. The evaluation reports that We then use agentic reinforcement learning on verifiable agentic tasks to further improve the models' capabilities on chain-of-agents problem solving. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model policy component in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2508.13167v1
CoDA: A Context-Decoupled Hierarchical Agent with Reinforcement Learning,"Xuanzhang Liu, Jianglun Feng, Zhuoran Zhuang, Junzhe Zhao, Maofei Que, Jieting Li, Dianlei Wang, Hao Tong, Ye Chen, Pan Li",2025,ArXiv,arXiv:2512.12716v1,Policy|Planning|Reward|CreditAssignment|Reasoning|Architecture,"This work addresses Large Language Model (LLM) agents trained with reinforcement learning (RL) show great promise for solving complex, multi-step tasks. It proposes To address this, we introduce CoDA, a Context-Decoupled hierarchical Agent, a simple but effective reinforcement learning framework that decouples high-level planning from low-level execution. The evaluation reports that Extensive experiments demonstrate that CoDA achieves significant performance improvements over state-of-the-art baselines on complex multi-hop question-answering benchmarks, and it exhibits strong robustness in long-context scenarios, maintaining stable performance while all other baselines suffer severe degradation, thus further validating the effectiveness of our hierarchical design in mitigating context overload. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2512.12716v1
Conversational Planning for Personal Plans,"Konstantina Christakopoulou, Iris Qu, John Canny, Andrew Goodridge, Cj Adams, Minmin Chen, Maja Matarić",2025,ArXiv,arXiv:2502.19500v1,Policy|Planning|CreditAssignment|Exploration|ToolUse|Reasoning|Architecture,"This work addresses The language generation and reasoning capabilities of large language models (LLMs) have enabled conversational systems with impressive performance in a variety of tasks, from code generation, to composing essays, to passing STEM and legal exams, to a new paradigm for knowledge search. It proposes We instantiate this framework for a specific set of macro-actions enabling adaptive planning for users' personal plans through conversation and follow-up questions collecting user feedback. The evaluation reports that The reported evaluations compare against baselines and analyze gains in interactive decision performance. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2502.19500v1
"Don't Just Fine-tune the Agent, Tune the Environment","Siyuan Lu, Zechuan Wang, Hongxuan Zhang, Qintong Wu, Leilei Gan, Chenyi Zhuang, Jinjie Gu, Tao Lin",2025,ArXiv,arXiv:2510.10197v2,Policy|Reward|CreditAssignment|Exploration|DatasetGeneration|Verifier|Curriculum|Architecture,"This work addresses Large Language Model (LLM) agents show great promise for complex, multi-turn tool-use tasks, but their development is often hampered by the extreme scarcity of high-quality training data. It proposes To address these challenges, we introduce $\textbf{Environment Tuning}$, a novel training paradigm that enables agents to learn complex behaviors directly from problem instances without relying on pre-collected expert trajectories. The evaluation reports that Using only 400 problem instances from Berkeley Function-Calling Leaderboard (BFCL) benchmark, our method not only achieves competitive in-distribution performance against strong baselines but also demonstrates superior out-of-distribution generalization, overcoming the performance collapse common to SFT-based approaches. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model reward/feedback module in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2510.10197v2
Failure Makes the Agent Stronger: Enhancing Accuracy through Structured Reflection for Reliable Tool Interactions,"Junhao Su, Yuanliang Wan, Junwei Yang, Hengyu Shi, Tianyang Han, Junfeng Luo, Yurui Qiu",2025,ArXiv,arXiv:2509.18847v2,Policy|Reward|CreditAssignment|ToolUse|Reasoning|LanguageConditioning|Architecture,"This work addresses Tool-augmented large language models (LLMs) are usually trained with supervised imitation or coarse-grained reinforcement learning that optimizes single tool calls. It proposes We propose structured reflection, which turns the path from error to repair into an explicit, controllable, and trainable action. The evaluation reports that To evaluate, we introduce Tool-Reflection-Bench, a lightweight benchmark that programmatically checks structural validity, executability, parameter correctness, and result consistency. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model reward/feedback module in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2509.18847v2
From Evidence to Trajectory: Abductive Reasoning Path Synthesis for Training Retrieval-Augmented Generation Agents,"Muzhi Li, Jinhu Qi, Yihong Wu, Minghao Zhao, Liheng Ma, Yifan Li, Xinyu Wang, Yingxue Zhang, Ho-fung Leung, Irwin King",2025,ArXiv,arXiv:2509.23071v1,Policy|Planning|Reward|Reasoning|Architecture,"This work addresses Retrieval-augmented generation agents development is hindered by the lack of process-level supervision to effectively guide agentic capabilities like task decomposition, retriever invocation, and stepwise decision-making. It proposes Meanwhile, existing data synthesis methods only produce chain-of-thought rationales and fail to model environmental interactions. The evaluation reports that Extensive experiments on widely-used question-answering benchmarks show that an 8B parameter model trained with EviPath-synthesized data significantly and consistently outperforms state-of-the-art baselines with a double-digit absolute EM gain of 14.7% in open-domain question answering. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2509.23071v1
Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks,"Divya Vijay, Vignesh Ethiraj",2025,ArXiv,arXiv:2512.20275v1,Policy|Planning|Architecture,"This work addresses As networks evolve toward 5G Standalone and 6G, operators face orchestration challenges that exceed the limits of static automation and Deep Reinforcement Learning. It proposes To mitigate this, we propose Graph-Symbolic Policy Enforcement and Control (G-SPEC), a neuro-symbolic framework that constrains probabilistic planning with deterministic verification. The evaluation reports that We evaluated G-SPEC on a simulated 450-node 5G Core, achieving zero safety violations and a 94.1% remediation success rate, significantly outperforming the 82.4% baseline. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2512.20275v1
Group-in-Group Policy Optimization for LLM Agent Training,"Lang Feng, Zhenghai Xue, Tingcong Liu, Bo An",2025,ArXiv,arXiv:2505.10978v3,Policy|Reward|CreditAssignment|Memory|Reasoning|Verifier|Architecture|AgentTraining,"This work addresses Recent advances in group-based reinforcement learning (RL) have driven frontier large language models (LLMs) in single-turn tasks like mathematical reasoning. It proposes In this work, we propose Group-in-Group Policy Optimization (GiGPO), a novel RL algorithm that achieves fine-grained credit assignment for LLM agents while preserving the appealing properties of group-based RL: critic-free, low memory, and stable convergence. The evaluation reports that We evaluate GiGPO on challenging agent benchmarks, including ALFWorld and WebShop, as well as tool-integrated reasoning on search-augmented QA tasks, using Qwen2.5-1.5B/3B/7B-Instruct. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model reward/feedback module in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|openalex|papers.csv|related_papers.csv,https://arxiv.org/abs/2505.10978v3
In-the-Flow Agentic System Optimization for Effective Planning and Tool Use,"Zhuofeng Li, Haoxiang Zhang, Seungju Han, Sheng Liu, Jianwen Xie, Yu Zhang, Yejin Choi, James Zou, Pan Lu",2025,ArXiv,arXiv:2510.05592v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Memory|Reasoning|Verifier|Architecture,"This work addresses Outcome-driven reinforcement learning has advanced reasoning in large language models (LLMs), but prevailing tool-augmented approaches train a single, monolithic policy that interleaves thoughts and tool calls under full context; this scales poorly with long horizons and diverse tools and generalizes weakly to new scenarios. It proposes Outcome-driven reinforcement learning has advanced reasoning in large language models (LLMs), but prevailing tool-augmented approaches train a single, monolithic policy that interleaves thoughts and tool calls under full context; this scales poorly with long horizons and diverse tools and generalizes weakly to new scenarios. The evaluation reports that It broadcasts a single, verifiable trajectory-level outcome to every turn to align local planner decisions with global success and stabilizes learning with group-normalized advantages. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2510.05592v1
Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents,"Guoqing Wang, Sunhao Dai, Guangze Ye, Zeyu Gan, Wei Yao, Yong Deng, Xiaofeng Wu, Zhenzhe Ying",2025,ArXiv,arXiv:2510.14967v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Reasoning|Verifier|Architecture|AgentTraining,"This work addresses Large language model (LLM)-based agents are increasingly trained with reinforcement learning (RL) to enhance their ability to interact with external environments through tool use, particularly in search-based settings that require multi-turn reasoning and knowledge acquisition. It proposes However, existing approaches typically rely on outcome-based rewards that are only provided at the final answer. The evaluation reports that Extensive experiments on both in-domain and out-of-domain benchmarks demonstrate that IGPO consistently outperforms strong baselines in multi-turn scenarios, achieving higher accuracy and improved sample efficiency. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2510.14967v1
LLM Collaboration With Multi-Agent Reinforcement Learning,"Shuo Liu, Tianle Chen, Zeyu Liang, Xueguang Lyu, Christopher Amato",2025,ArXiv,arXiv:2508.04652v7,Policy|Reward|CreditAssignment|MultiAgent|Architecture,"This work addresses A large amount of work has been done in Multi-Agent Systems (MAS) for modeling and solving problems with multiple interacting agents. It proposes Existing LLM fine-tuning frameworks rely on individual rewards, which require complex reward designs for each agent to encourage collaboration. The evaluation reports that Our experiments on LLM writing and coding collaboration demonstrate that fine-tuning MAS with MAGRPO enables agents to generate high-quality responses efficiently through effective cooperation. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model reward/feedback module in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|openalex|related_papers.csv,https://arxiv.org/abs/2508.04652v7
MENTOR: A Reinforcement Learning Framework for Enabling Tool Use in Small Models via Teacher-Optimized Rewards,"ChangSu Choi, Hoyun Song, Dongyeon Kim, WooHyeon Jung, Minkyung Cho, Sunjin Park, NohHyeob Bae, Seona Yu, KyungTae Lim",2025,ArXiv,arXiv:2510.18383v2,Policy|Reward|Exploration|ToolUse|Architecture,"This work addresses Distilling the tool-using capabilities of large language models (LLMs) into smaller, more efficient small language models (SLMs) is a key challenge for their practical application. It proposes The predominant approach, supervised fine-tuning (SFT), suffers from poor generalization as it trains models to imitate a static set of teacher trajectories rather than learn a robust methodology. The evaluation reports that Extensive experiments demonstrate that MENTOR significantly improves the cross-domain generalization and strategic competence of SLMs compared to both SFT and standard sparse-reward RL baselines. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model reward/feedback module in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2510.18383v2
Meta-RL Induces Exploration in Language Agents,"Yulun Jiang, Liangze Jiang, Damien Teney, Michael Moor, Maria Brbic",2025,ArXiv,arXiv:2512.16848v1,Policy|Planning|Reward|CreditAssignment|Exploration|Architecture,"This work addresses Reinforcement learning (RL) has enabled the training of large language model (LLM) agents to interact with the environment and to solve multi-turn long-horizon tasks. It proposes In this paper, we present LaMer, a general Meta-RL framework that enables LLM agents to actively explore and learn from the environment feedback at test time. The evaluation reports that Experiments across diverse environments show that LaMer significantly improves performance over RL baselines, with 11%, 14%, and 19% performance gains on Sokoban, MineSweeper and Webshop, respectively. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2512.16848v1
MindFlow+: A Self-Evolving Agent for E-Commerce Customer Service,"Ming Gong, Xucheng Huang, Ziheng Xu, Vijayan K. Asari",2025,ArXiv,arXiv:2507.18884v1,Policy|Reward|CreditAssignment|OfflineRL|ToolUse|Reasoning|Curriculum|Architecture,"This work addresses High-quality dialogue is crucial for e-commerce customer service, yet traditional intent-based systems struggle with dynamic, multi-turn interactions. It proposes We present MindFlow+, a self-evolving dialogue agent that learns domain-specific behavior by combining large language models (LLMs) with imitation learning and offline reinforcement learning (RL). The evaluation reports that To evaluate the model's role in response generation, we introduce the AI Contribution Ratio, a novel metric quantifying AI involvement in dialogue. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model reward/feedback module in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2507.18884v1
OWL: Optimized Workforce Learning for General Multi-Agent Assistance in Real-World Task Automation,"Mengkang Hu, Yuhang Zhou, Wendong Fan, Yuzhou Nie, Bowei Xia, Tao Sun, Ziyu Ye, Zhaoxuan Jin, Yingru Li, Qiguang Chen, Zeyu Zhang, Yifeng Wang, Qianshuo Ye, Bernard Ghanem, Ping Luo, Guohao Li",2025,ArXiv,arXiv:2505.23885v2,Policy|Planning|CreditAssignment|Verifier|MultiAgent|Architecture,"This work addresses Large Language Model (LLM)-based multi-agent systems show promise for automating real-world tasks but struggle to transfer across domains due to their domain-specific nature. It proposes Current approaches face two critical shortcomings: they require complete architectural redesign and full retraining of all components when applied to new domains. The evaluation reports that This decoupling enables cross-domain transferability during both inference and training phases: During inference, Workforce seamlessly adapts to new domains by adding or modifying worker agents; For training, we introduce Optimized Workforce Learning (OWL), which improves generalization across domains by optimizing a domain-agnostic planner with reinforcement learning from real-world feedback. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|openalex|papers.csv|related_papers.csv,https://arxiv.org/abs/2505.23885v2
Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL,"Joey Hong, Anca Dragan, Sergey Levine",2025,ArXiv,arXiv:2505.18098v2,Policy|Planning|Reward|CreditAssignment|ToolUse|Memory|Reasoning|LanguageConditioning|Architecture,"This work addresses Large language models (LLMs) excel in tasks like question answering and dialogue, but complex tasks requiring interaction, such as negotiation and persuasion, require additional long-horizon reasoning and planning. It proposes As a result, modern methods to improve the reasoning of LLMs rely on sophisticated prompting mechanisms rather than RL fine-tuning. The evaluation reports that As a result, modern methods to improve the reasoning of LLMs rely on sophisticated prompting mechanisms rather than RL fine-tuning. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2505.18098v2
Process-Supervised Reinforcement Learning for Interactive Multimodal Tool-Use Agents,"Weiting Tan, Xinghua Qu, Ming Tu, Meng Ge, Andy T. Liu, Philipp Koehn, Lu Lu",2025,ArXiv,arXiv:2509.14480v1,Policy|Planning|CreditAssignment|Exploration|ToolUse|Reasoning|Curriculum|Architecture|AgentTraining,"This work addresses Effective interactive tool use requires agents to master Tool Integrated Reasoning (TIR): a complex process involving multi-turn planning and long-context dialogue management. It proposes To train agents for this dynamic process, particularly in multi-modal contexts, we introduce a sandbox environment for reinforcement learning (RL) that supports interleaved speech-text rollouts. The evaluation reports that The reported evaluations compare against baselines and analyze gains in interactive decision performance. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2509.14480v1
TGPO: Tree-Guided Preference Optimization for Robust Web Agent Reinforcement Learning,"Ziyuan Chen, Zhenghui Zhao, Zhangye Han, Miancan Liu, Xianhang Ye, Yiqing Li, Hongbo Min, Jinkui Ren, Xiantao Zhang, Guitao Cao",2025,ArXiv,arXiv:2509.14172v2,Policy|Reward|CreditAssignment|DatasetGeneration|OfflineRL|ToolUse|Verifier|Architecture|HybridRL|AgentTraining,"This work addresses With the rapid advancement of large language models and vision-language models, employing large models as Web Agents has become essential for automated web interaction. It proposes To address these issues, we propose Tree-Guided Preference Optimization (TGPO), an offline reinforcement learning framework that proposes a tree-structured trajectory representation merging semantically identical states across trajectories to eliminate label conflicts. The evaluation reports that Experiments on Online-Mind2Web and our self-constructed C-WebShop datasets demonstrate that TGPO significantly outperforms existing methods, achieving higher success rates with fewer redundant steps. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model reward/feedback module in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2509.14172v2
The Landscape of Agentic Reinforcement Learning for LLMs: A Survey,"Guibin Zhang, Hejia Geng, Xiaohang Yu, Zhenfei Yin, Zaibin Zhang, Zelin Tan, Heng Zhou, Zhongzhi Li, Xiangyuan Xue, Yijiang Li, Yifan Zhou, Yang Chen, Chen Zhang, Yutao Fan, Zihu Wang, Songtao Huang, Francisco Piedrahita-Velez, Yue Liao, Hongru Wang, Mengyue Yang, Heng Ji, Jun Wang, Shuicheng Yan, Philip Torr, Lei Bai",2025,ArXiv,arXiv:2509.02547v4,Policy|Planning|ToolUse|Memory|Reasoning|Verifier|Architecture,"This work addresses The emergence of agentic reinforcement learning (Agentic RL) marks a paradigm shift from conventional reinforcement learning applied to large language models (LLM RL), reframing LLMs from passive sequence generators into autonomous, decision-making agents embedded in complex, dynamic worlds. It proposes Building on this foundation, we propose a comprehensive twofold taxonomy: one organized around core agentic capabilities, including planning, tool use, memory, reasoning, self-improvement, and perception, and the other around their applications across diverse task domains. The evaluation reports that Building on this foundation, we propose a comprehensive twofold taxonomy: one organized around core agentic capabilities, including planning, tool use, memory, reasoning, self-improvement, and perception, and the other around their applications across diverse task domains. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2509.02547v4
WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,"Zhepei Wei, Wenlin Yao, Yao Liu, Weizhi Zhang, Qin Lu, Liang Qiu, Changlong Yu, Puyang Xu, Chao Zhang, Bing Yin, Hyokun Yun, Lihong Li",2025,ArXiv,arXiv:2505.16421v2,Policy|Planning|Reward|CreditAssignment|Reasoning|LanguageConditioning|Architecture|AgentTraining,"This work addresses While reinforcement learning (RL) has demonstrated remarkable success in enhancing large language models (LLMs), it has primarily focused on single-turn tasks such as solving math problems. It proposes In this work, we present WebAgent-R1, a simple yet effective end-to-end multi-turn RL framework for training web agents. The evaluation reports that While reinforcement learning (RL) has demonstrated remarkable success in enhancing large language models (LLMs), it has primarily focused on single-turn tasks such as solving math problems. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2505.16421v2
WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents,"Junteng Liu, Yunji Li, Chi Zhang, Jingyang Li, Aili Chen, Ke Ji, Weiyu Cheng, Zijia Wu, Chengyu Du, Qidi Xu, Jiayuan Song, Zhengmao Zhu, Wenhu Chen, Pengyu Zhao, Junxian He",2025,ArXiv,arXiv:2509.06501v3,Policy|Planning|Exploration|DatasetGeneration|Reasoning|Architecture|AgentTraining,"This work addresses The paradigm of Large Language Models (LLMs) has increasingly shifted toward agentic applications, where web browsing capabilities are fundamental for retrieving information from diverse online sources. It proposes To address this limitation, we introduce WebExplorer: a systematic data generation approach using model-based exploration and iterative, long-to-short query evolution. The evaluation reports that By leveraging our curated high-quality dataset, we successfully develop advanced web agent WebExplorer-8B through supervised fine-tuning followed by reinforcement learning. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2509.06501v3
WorkForceAgent-R1: Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,"Yuchen Zhuang, Di Jin, Jiaao Chen, Wenqi Shi, Hanrui Wang, Chao Zhang",2025,ArXiv,arXiv:2505.22942v2,Policy|Planning|Reward|Reasoning|Architecture|AgentTraining,"This work addresses Large language models (LLMs)-empowered web agents enables automating complex, real-time web navigation tasks in enterprise environments. It proposes In this study, we introduce WorkForceAgent-R1, an LLM-based web agent trained using a rule-based R1-style reinforcement learning framework designed explicitly to enhance single-step reasoning and planning for business-oriented web navigation tasks. The evaluation reports that We employ a structured reward function that evaluates both adherence to output formats and correctness of actions, enabling WorkForceAgent-R1 to implicitly learn robust intermediate reasoning without explicit annotations or extensive expert demonstrations. The contribution targets RL-agent performance rather than only post-training an LLM.","The method places a language-model planner in the RL loop to improve learning, planning, exploration, or reward quality for agents.",LLM_for_RL,arxiv|targeted_search,https://arxiv.org/abs/2505.22942v2
