Raw_Title,Raw_ArXiv_or_DOI,Source,Issue,Notes
Rethinking the Design Space of Reinforcement Learning for Diffusion Models: On the Importance of Likelihood Estimation Beyond Loss Design,arXiv:2602.04663v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Rethinking the Trust Region in LLM Reinforcement Learning,arXiv:2602.04879v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,arXiv:2005.11401v4,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Reward (Mis)design for autonomous driving,10.1016/j.artint.2022.103829,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reward Design with Language Models,arXiv:2303.00001,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Reward Function Design in Reinforcement Learning,10.1007/978-3-030-41188-6_3,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
"Reward Modeling for Reinforcement Learning-Based LLM Reasoning: Design, Challenges, and Evaluation",arXiv:2602.09305v1,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
"Reward Modeling for Reinforcement Learning-Based LLM Reasoning: Design, Challenges, and Evaluation",arXiv:2602.09305,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Rewards as Labels: Revisiting RLVR from a Classification Perspective,arXiv:2602.05630v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Rich-Media Re-Ranker: A User Satisfaction-Driven LLM Re-ranking Framework for Rich-Media Search,arXiv:2602.05408v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Right Question is Already Half the Answer: Fully Unsupervised LLM Reasoning Incentivization,arXiv:2504.05812v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
RL Based Adaptive Prompt Optimization for User-Centric Structured Sentence Simplification via Small Language Models,10.1142/s1793351x26410035,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
RL-VLA$^3$: Reinforcement Learning VLA Accelerating via Full Asynchronism,arXiv:2602.05765v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
RL-VLM-F: Reinforcement Learning from Vision Language Foundation Model Feedback,arXiv:2402.03681v4,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
"RLAnything: Forge Environment, Policy, and Reward Model in Completely Dynamic RL System",arXiv:2602.02488v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
RLEF: Grounding Code LLMs in Execution Feedback with Reinforcement Learning,arXiv:2410.02089v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
RLHF Deciphered: A Critical Analysis of Reinforcement Learning from Human Feedback for LLMs,10.1145/3743127,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
RLinf-USER: A Unified and Extensible System for Real-World Online Policy Learning in Embodied AI,arXiv:2602.07837v3,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Robot Utility Models: General Policies for Zero-Shot Deployment in New Environments,10.1109/icra55743.2025.11127857,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Robotic Skill Acquisition via Instruction Augmentation with Vision-Language Models,10.15607/rss.2023.xix.029,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,arXiv:2602.09578v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,arXiv:2602.09578,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
RT-1: Robotics Transformer for Real-World Control at Scale,10.15607/rss.2023.xix.025,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,arXiv:2307.15818,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Rule Based Rewards for Language Model Safety,arXiv:2411.01111v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Scaling Agentic Verifier for Competitive Coding,arXiv:2602.04254v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Scaling In-Context Online Learning Capability of LLMs via Cross-Episode Meta-RL,arXiv:2602.04089v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Scaling Laws for Neural Language Models,arXiv:2001.08361,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Scaling Laws for Reward Model Overoptimization,arXiv:2210.10760,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
ScribeAgent: Towards Specialized Web Agents Using Production-Scale Workflow Data,10.32388/8vog0o,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning,arXiv:2503.09516v5,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Self-Challenging Language Model Agents,arXiv:2506.01716v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Self-Corrective Task Planning by Inverse Prompting with Large Language Models,10.1109/icra55743.2025.11128028,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Self-Distilled Reasoner: On-Policy Self-Distillation for Large Language Models,arXiv:2601.18734,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Self-playing Adversarial Language Game Enhances LLM Reasoning,arXiv:2404.10642v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Self-Refine: Iterative Refinement with Self-Feedback,arXiv:2303.17651v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Self-Refined Large Language Model as Automated Reward Function Designer for Deep Reinforcement Learning in Robotics,arXiv:2309.06687,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Semantic HELM: A Human-Readable Memory for Reinforcement Learning,arXiv:2306.09312,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Separate Bombs from Firecrackers: Intention-guided Vulnerability Assessment via LLM,10.1145/3797896,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Seq2Seq2Seq: Lossless Data Compression via Discrete Latent Transformers and Reinforcement Learning,arXiv:2602.12146v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
SFR-DeepResearch: Towards Effective Reinforcement Learning for Autonomously Reasoning Single Agents,arXiv:2509.06283v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Should ChatGPT be Biased? Challenges and Risks of Bias in Large Language Models,arXiv:2304.03738v3,pdf_ref,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
SimuScene: Training and Benchmarking Code Generation to Simulate Physical Scenarios,arXiv:2602.10840v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
SkillRL: Evolving Agents via Recursive Skill-Augmented Reinforcement Learning,arXiv:2602.08234v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
SkipDecode: Autoregressive Skip Decoding with Batching and Caching for Efficient LLM Inference,arXiv:2307.02628v1,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
SMART-LLM: Smart Multi-Agent Robot Task Planning using Large Language Models,arXiv:2309.10062v2,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
SmartSnap: Proactive Evidence Seeking for Self-Verifying Agents,arXiv:2512.22322,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Socially-Weighted Alignment: A Game-Theoretic Framework for Multi-Agent LLM Systems,arXiv:2602.14471v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Socially-Weighted Alignment: A Game-Theoretic Framework for Multi-Agent LLM Systems,arXiv:2602.14471,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
SPARC: Separating Perception And Reasoning Circuits for Test-time Scaling of VLMs,arXiv:2602.06566v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Spec-o3: A Tool-Augmented Vision-Language Agent for Rare Celestial Object Candidate Vetting via Automated Spectral Inspection,arXiv:2601.06498v1,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
SPELL: Self-Play Reinforcement Learning for evolving Long-Context Language Models,arXiv:2509.23863,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
SplitCom: Communication-efficient Split Federated Fine-tuning of LLMs via Temporal Compression,arXiv:2602.10564v2,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
StagePilot: A Deep Reinforcement Learning Agent for Stage-Controlled Cybergrooming Simulation,arXiv:2602.05060v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
STAPO: Stabilizing Reinforcement Learning for LLMs by Silencing Rare Spurious Tokens,arXiv:2602.15620v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
STARLING: Self-supervised Training of Text-based Reinforcement Learning Agent with Large Language Models,arXiv:2406.05872v1,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
State2Explanation: Concept-Based Explanations to Benefit Agent Learning and User Understanding,arXiv:2309.12482,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
StealthRL: Reinforcement Learning Paraphrase Attacks for Multi-Detector Evasion of AI-Text Detectors,arXiv:2602.08934v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models,arXiv:2503.16419v4,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Stop Rewarding Hallucinated Steps: Faithfulness-Aware Step-Level Reinforcement Learning for Small Reasoning Models,arXiv:2602.05897v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Strips: A new approach to the application of theorem proving to problem solving,10.1016/0004-3702(71)90010-5,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Structural Lock-In IV: Cognitive Flexibility Collapse in Contemporary LLMs,10.5281/zenodo.18227604,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Structural Lock-In IV: Cognitive Flexibility Collapse in Contemporary LLMs,10.5281/zenodo.18227603,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Summary of ChatGPT-Related Research and Perspective Towards the Future of Large Language Models,arXiv:2304.01852v4,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Superhuman AI for multiplayer poker,10.1126/science.aay2400,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Supervised Pretraining Can Learn In-Context Reinforcement Learning,arXiv:2306.14892,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
SWE-Master: Unleashing the Potential of Software Engineering Agents via Post-Training,arXiv:2602.03411v1,targeted_search,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,arXiv:2502.18449v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
SWE-World: Building Software Engineering Agents in Docker-Free Environments,arXiv:2602.03419v1,targeted_search,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Synthetic Data Generation & Multi-Step RL for Reasoning & Tool Use,arXiv:2504.04736v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Synthetic Interaction Data for Scalable Personalization in Large Language Models,arXiv:2602.12394v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Synthetic Interaction Data for Scalable Personalization in Large Language Models,arXiv:2602.12394,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Systematic literature studies,10.1145/2372251.2372257,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
TableMind: An Autonomous Programmatic Agent for Tool-Augmented Table Reasoning,arXiv:2509.06278v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Talking about Large Language Models,10.1145/3624724,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Task Mode: Dynamic Filtering for Task-Specific Web Navigation using LLMs,10.1145/3663547.3746401,citation_expand,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Test-time Recursive Thinking: Self-Improvement without External Feedback,arXiv:2602.03094v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Testing Language Model Agents Safely in the Wild,arXiv:2311.10538v3,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Text2Motion: from natural language instructions to feasible plans,10.1007/s10514-023-10131-7,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents,arXiv:2601.07264v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
The Interspeech 2026 Audio Reasoning Challenge: Evaluating Reasoning Process Quality for Audio Reasoning Models and Agents,arXiv:2602.14224v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
The Mathematics of Coordinated Control of Prosthetic Arms and Manipulators,10.1115/1.3426611,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
