Title,Authors,Year,Venue,ArXiv_or_DOI,Why_Borderline,Verification_Provider,Verification_URL,Provenance
Superhuman AI for multiplayer poker,"Noam Brown, Tüomas Sandholm",2019,Science,10.1126/science.aay2400,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=Minecraft or game environments)",openalex,https://openalex.org/W2960876848,pdf_ref
Mitigating Gender Bias in Natural Language Processing: Literature Review,"Tony Sun, Andrew Gaut, Shirlyn Tang, Yuxin Huang, Mai ElSherief, Jieyu Zhao, Diba Mirza, Elizabeth Belding, Kai-Wei Chang, William Yang Wang",2019,Unknown venue,10.18653/v1/p19-1159,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W2950888501,citation_expand
Corpora Generation for Grammatical Error Correction,"Jared Lichtarge, Chris Alberti, Shankar Kumar, Noam Shazeer, Niki Parmar, Simon Tong",2019,Unknown venue,10.18653/v1/n19-1333,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W2936597270,citation_expand
CC-NET: Image Complexity Guided Network Compression for Biomedical Image Segmentation,"Suraj Mishra, Peixian Liang, Adam Czajka, Danny Z. Chen, Xiaobo Sharon Hu",2019,Unknown venue,10.1109/isbi.2019.8759448,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W2963387436,citation_expand
Learning to Combat Compounding-Error in Model-Based Reinforcement Learning,"Chenjun Xiao, Yifan Wu, Chen Ma, Dale Schuurmans, Martin Müller",2019,ArXiv,arXiv:1912.11206v1,"Insufficient concrete detail for summary (role=LLM planner, setting=model-based RL, domain=missing)",arxiv,https://arxiv.org/abs/1912.11206v1,papers.csv|pdf_ref
BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,"Jacob Devlin, Ming-Wei Chang, Kenton Lee, Kristina Toutanova",2018,ArXiv,arXiv:1810.04805v2,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/1810.04805v2,pdf_ref
ImageNet classification with deep convolutional neural networks,"Alex Krizhevsky, Ilya Sutskever, Geoffrey E. Hinton",2017,Communications of the ACM,10.1145/3065386,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W2163605009,pdf_ref
Inverse Reward Design,"Dylan Hadfield-Menell, Smitha Milli, Pieter Abbeel, Stuart Russell, Anca D. Dragan",2017,arXiv (Cornell University),arXiv:1711.02827,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",openalex,https://openalex.org/W2750866482,pdf_ref
Mastering the game of Go with deep neural networks and tree search,"David Silver, Aja Huang, Chris J. Maddison, Arthur Guez, Laurent Sifre, George van den Driessche, Julian Schrittwieser, Ioannis Antonoglou, Veda Panneershelvam, Marc Lanctot, Sander Dieleman, Dominik Grewe, John Nham, Nal Kalchbrenner, Ilya Sutskever, Timothy Lillicrap, Madeleine Leach, Koray Kavukcuoglu, Thore Graepel, Demis Hassabis",2016,Nature,10.1038/nature16961,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=Minecraft or game environments)",openalex,https://openalex.org/W2257979135,pdf_ref
A comprehensive survey on safe reinforcement learning,"Javier García, Fernando Fernández",2015,Journal of Machine Learning Research,,Missing canonical ArXiv_or_DOI in verified metadata,openalex,https://openalex.org/W1845972764,papers.csv|pdf_ref
Learning to interpret natural language commands through human-robot dialog,"Jesse Thomason, Shiqi Zhang, Raymond J. Mooney, Peter Stone",2015,,,Missing canonical ArXiv_or_DOI in verified metadata,openalex,https://openalex.org/W2293350124,citation_expand
Design of a home multi-robot system for the elderly and disabled,"Patrick Benavidez, Mohan Kumar, Sos С. Agaian, Mo Jamshidi",2015,Unknown venue,10.1109/sysose.2015.7151907,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W1545191173,citation_expand
A Distributed Task Allocation Algorithm for a Multi-Robot System in Healthcare Facilities,"Gautham P. Das, T.M. McGinnity, Sonya Coleman, Laxmidhar Behera",2014,Journal of Intelligent & Robotic Systems,10.1007/s10846-014-0154-2,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W2024940818,citation_expand
Dynamic heterogeneous team formation for robotic urban search and rescue,"Tyler J. Gunn, John Anderson",2014,Journal of Computer and System Sciences,10.1016/j.jcss.2014.11.009,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W1998001670,citation_expand
Proceedings of the 2013 Conference on Empirical Methods in Natural Language Processing,,2013,Unknown venue,10.18653/v1/d13-1,Missing authors metadata,openalex,https://openalex.org/W1516184288,citation_expand
Weakly Supervised Learning of Semantic Parsers for Mapping Instructions to Actions,"Yoav Artzi, Luke Zettlemoyer",2013,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00209,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=web/navigation environments)",openalex,https://openalex.org/W2189089430,citation_expand
Relative localization and identification in a heterogeneous multi-robot system,"Paolo Stegagno, Marco Cognetti, Lorenzo Rosa, Pietro Peliti, Giuseppe Oriolo",2013,Unknown venue,10.1109/icra.2013.6630822,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W1985390151,citation_expand
A Survey of Monte Carlo Tree Search Methods,"Cameron Browne, Edward J. Powley, Daniel Whitehouse, Simon M. Lucas, Peter Cowling, Philipp Rohlfshagen, Stephen Tavener, Diego Pérez-Liébana, Spyridon Samothrakis, Simon Colton",2012,IEEE Transactions on Computational Intelligence and AI in Games,10.1109/tciaig.2012.2186810,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=Minecraft or game environments)",openalex,https://openalex.org/W2126316555,pdf_ref
Curriculum learning,"Yoshua Bengio, Jérôme Louradour, Ronan Collobert, Jason Weston",2009,Unknown venue,10.1145/1553374.1553380,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W2296073425,citation_expand|papers.csv
What to do and how to do it: Translating natural language directives into temporal and dynamic logic representation for goal management and action execution,"Juraj Dzifcak, Matthias Scheutz, Chitta Baral, Paul Schermerhorn",2009,Unknown venue,10.1109/robot.2009.5152776,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W2099217059,citation_expand
"Walk the talk: connecting language, knowledge, and action in route instructions","Matt MacMahon, Brian J. Stankiewicz, Benjamin Kuipers",2006,,,Missing canonical ArXiv_or_DOI in verified metadata,openalex,https://openalex.org/W1602500555,citation_expand
Dynamically formed heterogeneous robot teams performing tightly-coordinated tasks,"Edward G. Jones, B. Browning, M. Bernardine Dias, Brenna Argall, Manuela Veloso, Anthony Stentz",2006,Unknown venue,10.1109/robot.2006.1641771,"Insufficient concrete detail for summary (role=LLM verifier/critic, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W2148442026,citation_expand
ROUGE: A Package for Automatic Evaluation of Summaries,Chin-Yew Lin,2004,,,Missing canonical ArXiv_or_DOI in verified metadata,openalex,https://openalex.org/W2154652894,citation_expand
"<b>REINFORCEMENT LEARNING: AN INTRODUCTION </b>by Richard S. Sutton and Andrew G. Barto, Adaptive Computation and Machine Learning series, MIT Press (Bradford Book), Cambridge, Mass., 1998, xviii + 322 pp, ISBN 0-262-19398-1, (hardback, £31.95).",Alex M. Andrew,1999,Robotica,10.1017/s0263574799211174,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W2155459071,pdf_ref
Simple statistical gradient-following algorithms for connectionist reinforcement learning,Ronald J. Williams,1992,Machine Learning,10.1007/bf00992696,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W2119717200,citation_expand|papers.csv
GMRES: A Generalized Minimal Residual Algorithm for Solving Nonsymmetric Linear Systems,"Yousef Saad, Martin H. Schultz",1986,SIAM Journal on Scientific and Statistical Computing,10.1137/0907058,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W2140153041,pdf_ref
A probabilistic approach to automatic keyword indexing. Part I. On the Distribution of Specialty Words in a Technical Literature,Stephen P. Harter,1975,Journal of the American Society for Information Science,10.1002/asi.4630260402,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W2080068076,citation_expand
A new look at the statistical model identification,Hirotugu Akaike,1974,IEEE Transactions on Automatic Control,10.1109/tac.1974.1100705,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W2142635246,pdf_ref
Procedures as a representation for data in a computer program for understanding natural language,Terry Winograd,1971,DSpace@MIT (Massachusetts Institute of Technology),,Missing canonical ArXiv_or_DOI in verified metadata,openalex,https://openalex.org/W1525482321,citation_expand
